Entity,Code,Year,Value of global merchandise exports as a share of GDP (Fouquin and Hugot; CEPII 2016; National data),GDP per capita,900793-annotations,Population (historical),World regions according to OWID
Italy,ITA,1926,11.66533,4576,NA,38796116,NA
Italy,ITA,1927,11.23365,4454,NA,39134505,NA
Italy,ITA,1928,10.39931,4693,NA,39475845,NA
Italy,ITA,1929,10.70822,4889,NA,39817412,NA
Italy,ITA,1930,9.69534,4631,NA,40159184,NA
Italy,ITA,1931,9.19775,4538,NA,40501139,NA
Italy,ITA,1932,6.36626,4602,NA,40843255,NA
Italy,ITA,1933,6.045,4514,NA,41185511,NA
Italy,ITA,1934,5.23457,4466,NA,41530635,NA
Italy,ITA,1935,4.67696,4670,NA,41878651,NA
Italy,ITA,1936,4.65723,4471,NA,42229584,NA
Italy,ITA,1937,7.40688,4879,NA,42583457,NA
Italy,ITA,1938,6.8468,4981,NA,42940295,NA
Italy,ITA,1939,6.40438,5246,NA,43279914,NA
Italy,ITA,1940,5.90051,5099,NA,43602046,NA
Italy,ITA,1941,6.35526,4967,NA,43906421,NA
Italy,ITA,1942,5.67042,4661,NA,44192767,NA
Italy,ITA,1947,3.43293,4498,NA,45549326,NA
Italy,ITA,1948,8.65914,4814,NA,45825595,NA
Italy,ITA,1949,7.34996,5188,NA,46106450,NA
Italy,ITA,1950,7.91168,5582,NA,46391676,NA
Italy,ITA,1951,9.35279,5958,NA,46751901,NA
Italy,ITA,1952,7.55047,6371,NA,47018177,NA
Italy,ITA,1953,7.21762,6790,NA,47410887,NA
Italy,ITA,1954,7.39085,7092,NA,47832232,NA
Italy,ITA,1955,7.61337,7453,NA,48130816,NA
Italy,ITA,1956,8.0732,7745,NA,48401948,NA
Italy,ITA,1957,8.90512,8158,NA,48657023,NA
Italy,ITA,1958,8.43871,8544,NA,48927097,NA
Italy,ITA,1959,8.87842,9011,NA,49219449,NA
Italy,ITA,1960,9.00253,9430,NA,49514555,NA
Italy,ITA,1961,9.31789,10158,NA,49815254,NA
Italy,ITA,1962,9.24958,10882,NA,50170591,NA
Italy,ITA,1963,8.73165,11576,NA,50570978,NA
Italy,ITA,1964,9.35237,11934,NA,51019579,NA
Italy,ITA,1965,10.52632,12111,NA,51480733,NA
Italy,ITA,1966,10.89935,12659,NA,51919066,NA
Italy,ITA,1967,10.71535,13476,NA,52338335,NA
Italy,ITA,1968,11.54985,14513,NA,52712156,NA
Italy,ITA,1969,12.09424,15248,NA,53060142,NA
Italy,ITA,1970,11.66506,15492,NA,53390231,NA
Italy,ITA,1971,12.12109,15683,NA,53707790,NA
Italy,ITA,1972,12.80846,16035,NA,54067562,NA
Italy,ITA,1973,12.70082,16950,NA,54450571,NA
Italy,ITA,1974,15.32617,17607,NA,54821112,NA
Italy,ITA,1975,15.35025,17123,NA,55166046,NA
Italy,ITA,1976,16.63071,18147,NA,55459414,NA
Italy,ITA,1977,17.6488,18599,NA,55714552,NA
Italy,ITA,1978,17.85344,19230,NA,55938969,NA
Italy,ITA,1979,18.40651,20275,NA,56132381,NA
Italy,ITA,1980,16.32938,20959,NA,56412088,NA
Italy,ITA,1981,17.53236,21041,NA,56646753,NA
Italy,ITA,1982,17.25035,21123,NA,56719179,NA
Italy,ITA,1983,16.46414,21345,NA,56766113,NA
Italy,ITA,1984,16.79062,21868,NA,56810354,NA
Italy,ITA,1985,17.52735,22469,NA,56855498,NA
Italy,ITA,1986,15.32342,23106,NA,56875982,NA
Italy,ITA,1987,14.48244,23824,NA,56891919,NA
Italy,ITA,1988,14.45602,24743,NA,56928746,NA
Italy,ITA,1989,15.2026,25454,NA,56976750,NA
Italy,ITA,1990,14.47441,26003,NA,57031457,NA
Italy,ITA,1991,13.67982,26570.363,NA,57075393,NA
Italy,ITA,1992,13.71961,26960.611,NA,57124992,NA
Italy,ITA,1993,15.85357,26902.398,NA,57170761,NA
Italy,ITA,1994,17.32472,27668.258,NA,57420136,NA
Italy,ITA,1995,19.89414,28666.352,NA,57403344,NA
Italy,ITA,1996,19.16635,29231.275,NA,57162098,NA
Italy,ITA,1997,19.22835,29960.7,NA,57189272,NA
Italy,ITA,1998,19.1642,30649.629,NA,57215190,NA
Italy,ITA,1999,18.8282,31340.48,NA,57240797,NA
Italy,ITA,2000,20.72528,32716.98,NA,57272200,NA
Italy,ITA,2001,20.71843,33511.434,NA,57305758,NA
Italy,ITA,2002,19.83529,33780.055,NA,57420635,NA
Italy,ITA,2003,19.10235,33917.8,NA,57739696,NA
Italy,ITA,2004,19.65857,34472.13,NA,58176735,NA
Italy,ITA,2005,20.13087,34872.125,NA,58519697,NA
Italy,ITA,2006,21.47543,35713.805,NA,58754433,NA
Italy,ITA,2007,22.70535,36310.734,NA,59108723,NA
Italy,ITA,2008,22.57349,35942.938,NA,59561686,NA
Italy,ITA,2009,18.61685,34055.227,NA,59904016,NA
Italy,ITA,2010,21.02387,34765.938,NA,60164212,NA
Italy,ITA,2011,22.98626,35151,NA,60367882,NA
Italy,ITA,2012,24.18518,34010.035,NA,60531522,NA
Italy,ITA,2013,24.31323,33317.242,NA,60653865,NA
Italy,ITA,2014,24.38555,33310.703,NA,60664169,NA
Jamaica,JAM,1929,24.62611,1116,NA,1007391,NA
Jamaica,JAM,1933,15.2378,1154,NA,1081787,NA
Jamaica,JAM,1938,25.65306,1549,NA,1185625,NA
Jamaica,JAM,1942,12.16216,1546,NA,1262880,NA
Jamaica,JAM,1943,10.45926,1833,NA,1279801,NA
Jamaica,JAM,1946,13.67188,2628,NA,1331939,NA
Jamaica,JAM,1950,24.61182,2115,NA,1407215,NA
Jamaica,JAM,1951,21.62346,2251,NA,1447472,NA
Jamaica,JAM,1952,20.24535,2397,NA,1481348,NA
Jamaica,JAM,1953,26.94313,2695,NA,1509741,NA
Jamaica,JAM,1954,28.93389,2962,NA,1533452,NA
Jamaica,JAM,1955,27.53063,3220,NA,1553715,NA
Jamaica,JAM,1956,28.11643,3491,NA,1571976,NA
Jamaica,JAM,1957,29.06704,3934,NA,1589682,NA
Jamaica,JAM,1958,26.16027,3918,NA,1608269,NA
Jamaica,JAM,1959,24.668,4050,NA,1628236,NA
Jamaica,JAM,1960,25.31384,4230,NA,1650008,NA
Jamaica,JAM,1961,25.34612,4307,NA,1673267,NA
Jamaica,JAM,1962,28.02652,4339,NA,1696935,NA
Jamaica,JAM,1963,33.34218,4395,NA,1721105,NA
Jamaica,JAM,1964,31.86551,4629,NA,1745570,NA
Jamaica,JAM,1965,29.32626,4894,NA,1769204,NA
Jamaica,JAM,1966,27.16694,4988,NA,1791477,NA
Jamaica,JAM,1967,26.65202,5066,NA,1812870,NA
Jamaica,JAM,1968,26.96194,5235,NA,1833768,NA
Jamaica,JAM,1969,27.41018,5547,NA,1855133,NA
Jamaica,JAM,1970,25.66686,6135,NA,1878191,NA
Jamaica,JAM,1971,24.38763,6062,NA,1903733,NA
Jamaica,JAM,1972,21.77151,6150,NA,1931552,NA
Jamaica,JAM,1973,22.6255,6583,NA,1961225,NA
Jamaica,JAM,1974,30.763,6229,NA,1990902,NA
Jamaica,JAM,1975,27.40611,6129,NA,2018986,NA
Jamaica,JAM,1976,22.7517,5681,NA,2045578,NA
Jamaica,JAM,1977,23.4821,5501,NA,2070656,NA
Jamaica,JAM,1978,32.01069,5482,NA,2094847,NA
Jamaica,JAM,1979,35.77344,5318,NA,2119492,NA
Jamaica,JAM,1980,38.12771,4975,NA,2145661,NA
Jamaica,JAM,1981,36.34948,5040,NA,2173822,NA
Jamaica,JAM,1982,26.38016,5019,NA,2203894,NA
Jamaica,JAM,1983,21.86759,5117,NA,2234834,NA
Jamaica,JAM,1984,36.38206,5059,NA,2264564,NA
Jamaica,JAM,1985,34.83734,4814,NA,2290656,NA
Jamaica,JAM,1986,27.95812,4884,NA,2312124,NA
Jamaica,JAM,1987,28.58633,5254,NA,2329816,NA
Jamaica,JAM,1988,26.877,5397,NA,2345785,NA
Jamaica,JAM,1989,29.42379,5748,NA,2361922,NA
Jamaica,JAM,1990,33.23523,6035,NA,2379880,NA
Jamaica,JAM,1991,36.69627,6116.5835,NA,2400873,NA
Jamaica,JAM,1992,42.11973,6292.029,NA,2424697,NA
Jamaica,JAM,1993,33.00413,6414.475,NA,2449911,NA
Jamaica,JAM,1994,35.42362,6517.052,NA,2475225,NA
Jamaica,JAM,1995,33.62243,6656.283,NA,2500152,NA
Jamaica,JAM,1996,31.77981,6648.933,NA,2524471,NA
Jamaica,JAM,1997,26.2228,6523.636,NA,2547852,NA
Jamaica,JAM,1998,21.98808,6432.653,NA,2569741,NA
Jamaica,JAM,1999,20.30231,6485.3228,NA,2589797,NA
Jamaica,JAM,2000,18.86324,6531.2847,NA,2607828,NA
Jamaica,JAM,2001,17.68208,6615.193,NA,2624409,NA
Jamaica,JAM,2002,15.5288,6660.763,NA,2640581,NA
Jamaica,JAM,2003,18.98833,6908.667,NA,2656627,NA
Jamaica,JAM,2004,19.65772,7004.9844,NA,2672226,NA
Jamaica,JAM,2005,19.59996,7073.7705,NA,2687069,NA
Jamaica,JAM,2006,19.60797,7286.967,NA,2700972,NA
Jamaica,JAM,2007,18.42346,7402.178,NA,2713809,NA
Jamaica,JAM,2008,18.8485,7353.107,NA,2725632,NA
Jamaica,JAM,2009,11.42446,7115.373,NA,2737001,NA
Jamaica,JAM,2010,10.1454,7025.93,NA,2748573,NA
Jamaica,JAM,2011,12.04947,7141,NA,2760492,NA
Jamaica,JAM,2012,11.81873,7119.5054,NA,2772431,NA
Jamaica,JAM,2013,11.08061,7147.5337,NA,2783689,NA
Jamaica,JAM,2014,10.42571,7198.43,NA,2793756,NA
Japan,JPN,1870,2.49236,1580,NA,34579492,NA
Japan,JPN,1874,3.15509,1607.49,NA,35465852,NA
Japan,JPN,1885,4.89099,1728.6804,NA,38565477,NA
Japan,JPN,1886,6.48357,1831.8822,NA,38899606,NA
Japan,JPN,1887,6.79912,1847.5294,NA,39236630,NA
Japan,JPN,1888,8.05185,1723.5686,NA,39576573,NA
Japan,JPN,1889,7.78541,1754.5337,NA,39928082,NA
Japan,JPN,1890,5.72822,1853.5754,NA,40291341,NA
Japan,JPN,1891,7.45375,1749.7372,NA,40666539,NA
Japan,JPN,1892,8.58415,1841.7019,NA,41053865,NA
Japan,JPN,1893,7.97915,1832.4438,NA,41453511,NA
Japan,JPN,1894,8.96253,2016.4187,NA,41857048,NA
Japan,JPN,1895,9.29942,2021.8254,NA,42264512,NA
Japan,JPN,1896,7.5165,1904.4431,NA,42675942,NA
Japan,JPN,1897,9.05595,1904.511,NA,43091376,NA
Japan,JPN,1898,8.22282,2232.8545,NA,43510855,NA
Japan,JPN,1899,10.22704,2104.5571,NA,43952420,NA
Japan,JPN,1900,9.36377,2123.2505,NA,44416502,NA
Japan,JPN,1901,11.15058,2161.515,NA,44903535,NA
Japan,JPN,1902,11.21044,2012.7671,NA,45413962,NA
Japan,JPN,1903,11.84827,2203.8716,NA,45948233,NA
Japan,JPN,1904,11.18918,2178.991,NA,46488789,NA
Japan,JPN,1905,11.06421,2111.251,NA,47035703,NA
Japan,JPN,1906,14.10899,2328.9773,NA,47589051,NA
Japan,JPN,1907,13.67753,2358.2205,NA,48148908,NA
Japan,JPN,1908,10.65865,2356.9175,NA,48715351,NA
Japan,JPN,1909,12.26869,2333.2012,NA,49292444,NA
Japan,JPN,1910,13.5729,2316.9758,NA,49880362,NA
Japan,JPN,1911,12.43607,2399.7747,NA,50479280,NA
Japan,JPN,1912,13.73772,2419.7095,NA,51089380,NA
Japan,JPN,1913,15.15737,2430.625,NA,51710843,NA
Japan,JPN,1914,15.0292,2357.804,NA,52339865,NA
Japan,JPN,1915,16.86142,2512.0647,NA,52976538,NA
Japan,JPN,1916,21.3005,2829.287,NA,53620954,NA
Japan,JPN,1917,21.63955,2940.6257,NA,54273209,NA
Japan,JPN,1918,19.3529,2973.488,NA,54927094,NA
Japan,JPN,1919,16.33767,3219.3054,NA,55611871,NA
Japan,JPN,1920,14.68735,2973.9624,NA,56328237,NA
Japan,JPN,1921,10.71493,3244.352,NA,57076902,NA
Japan,JPN,1922,12.81132,3243.83,NA,57858589,NA
Japan,JPN,1923,11.98894,3243.5498,NA,58674033,NA
Japan,JPN,1924,14.34183,3316.3572,NA,59500970,NA
Japan,JPN,1925,17.4207,3414.354,NA,60339562,NA
Japan,JPN,1926,16.03633,3358.5393,NA,61189973,NA
Japan,JPN,1927,15.52142,3346.892,NA,62052369,NA
Japan,JPN,1928,15.43043,3554.1157,NA,62926919,NA
Japan,JPN,1929,10.45198,3665.0867,NA,63798063,NA
Japan,JPN,1930,13.50903,3334.1082,NA,64665549,NA
Japan,JPN,1931,11.82109,3320.8108,NA,65529121,NA
Japan,JPN,1932,13.81584,3529.2878,NA,66388515,NA
Japan,JPN,1933,16.40156,3786.8018,NA,67243463,NA
Japan,JPN,1934,17.79607,3755.6877,NA,68109421,NA
Japan,JPN,1935,19.57691,3825.303,NA,68986531,NA
Japan,JPN,1936,20.14045,3985.5457,NA,69874936,NA
Japan,JPN,1937,17.87757,4074.9224,NA,70774782,NA
Japan,JPN,1938,14.7016,4256.8413,NA,71686216,NA
Japan,JPN,1939,15.6062,4803.7827,NA,72625078,NA
Japan,JPN,1940,13.75267,4882.3984,NA,73591941,NA
Japan,JPN,1941,9.72024,4986.24,NA,74587386,NA
Japan,JPN,1942,6.44675,4938.54,NA,75612006,NA
Japan,JPN,1943,4.7866,4825.65,NA,76666406,NA
Japan,JPN,1944,1.52748,4816.11,NA,77735509,NA
Japan,JPN,1945,1.29609,3677.67,NA,78819521,NA
Japan,JPN,1946,4.34354,2771.37,NA,79918650,NA
Japan,JPN,1947,2.65916,2710.95,NA,81033105,NA
Japan,JPN,1948,1.88518,2857.23,NA,82163102,NA
Japan,JPN,1949,4.82814,2866.77,NA,83270008,NA
Japan,JPN,1950,6.68441,3062,NA,86443279,NA
Japan,JPN,1951,7.73,3389,NA,87849930,NA
Japan,JPN,1952,6.37253,3724,NA,89135134,NA
Japan,JPN,1953,5.83224,3944,NA,90324185,NA
Japan,JPN,1954,6.71665,4116,NA,91407672,NA
Japan,JPN,1955,7.42685,4417,NA,92425476,NA
Japan,JPN,1956,8.92869,4699,NA,93342005,NA
Japan,JPN,1957,8.93686,4999,NA,94108980,NA
Japan,JPN,1958,8.72739,5243,NA,94846958,NA
Japan,JPN,1959,9.33515,5665,NA,95622973,NA
Japan,JPN,1960,8.82111,6354,NA,96399754,NA
Japan,JPN,1961,7.60494,7055,NA,97217594,NA
Japan,JPN,1962,7.77942,7614,NA,98076406,NA
Japan,JPN,1963,7.52768,8176,NA,98958230,NA
Japan,JPN,1964,7.75594,9035,NA,99890178,NA
Japan,JPN,1965,8.87496,9459,NA,100916017,NA
Japan,JPN,1966,9.02061,10370,NA,101887833,NA
Japan,JPN,1967,8.21025,11400,NA,102965529,NA
Japan,JPN,1968,8.68295,12725,NA,104237475,NA
Japan,JPN,1969,9.10106,14145,NA,105475170,NA
Japan,JPN,1970,9.05957,15484,NA,106712370,NA
Japan,JPN,1971,9.9926,16004,NA,107952031,NA
Japan,JPN,1972,9.24748,17110,NA,109238963,NA
Japan,JPN,1973,8.70873,18226,NA,110614742,NA
Japan,JPN,1974,11.76527,17765,NA,112009690,NA
Japan,JPN,1975,10.86578,18082,NA,113321198,NA
Japan,JPN,1976,11.67863,18600,NA,114502794,NA
Japan,JPN,1977,11.42844,19230,NA,115574280,NA
Japan,JPN,1978,9.86447,20060,NA,116576941,NA
Japan,JPN,1979,9.85896,20982,NA,117521561,NA
Japan,JPN,1980,11.99967,21404,NA,118358761,NA
Japan,JPN,1981,12.6866,21924,NA,118994055,NA
Japan,JPN,1982,12.97069,22440,NA,119485773,NA
Japan,JPN,1983,12.29104,22805,NA,119948942,NA
Japan,JPN,1984,13.3134,23548,NA,120384396,NA
Japan,JPN,1985,13.62194,24437,NA,120832158,NA
Japan,JPN,1986,10.72693,24992,NA,121366733,NA
Japan,JPN,1987,9.72917,25904,NA,121943589,NA
Japan,JPN,1988,9.17562,27393,NA,122476957,NA
Japan,JPN,1989,9.66826,28601,NA,122947411,NA
Japan,JPN,1990,9.91126,29949,NA,123399767,NA
Japan,JPN,1991,9.4474,30837.432,NA,123889870,NA
Japan,JPN,1992,9.40329,30977.814,NA,124383707,NA
Japan,JPN,1993,8.75578,30920.66,NA,124839954,NA
Japan,JPN,1994,8.74153,31135.428,NA,125286862,NA
Japan,JPN,1995,8.86666,31887.277,NA,125672659,NA
Japan,JPN,1996,9.4773,32784.156,NA,125975305,NA
Japan,JPN,1997,9.7795,33038.293,NA,126265926,NA
Japan,JPN,1998,10.07442,32558.188,NA,126549181,NA
Japan,JPN,1999,9.46298,32394.516,NA,126801566,NA
Japan,JPN,2000,10.11082,33210.81,NA,127027796,NA
Japan,JPN,2001,10.11342,33246.39,NA,127260144,NA
Japan,JPN,2002,10.80676,33195.402,NA,127484599,NA
Japan,JPN,2003,11.18283,33619.95,NA,127671255,NA
Japan,JPN,2004,12.332090000000001,34313.56,NA,127815770,NA
Japan,JPN,2005,13.39682,34857.754,NA,127913331,NA
Japan,JPN,2006,15.03063,35333.113,NA,127997248,NA
Japan,JPN,2007,16.58067,35892.71,NA,128087684,NA
Japan,JPN,2008,16.35129,35496.227,NA,128155991,NA
Japan,JPN,2009,11.80281,33590.01,NA,128192471,NA
Japan,JPN,2010,13.99914,35011.402,NA,128185273,NA
Japan,JPN,2011,13.92056,34979,NA,128096431,NA
Japan,JPN,2012,13.7231,35537.438,NA,127928283,NA
Japan,JPN,2013,15.18357,36312.348,NA,127723641,NA
Japan,JPN,2014,15.60331,36440.215,NA,127486600,NA
Jordan,JOR,1952,4.60879,2751,NA,506447,NA
Jordan,JOR,1953,4.32227,2801,NA,544110,NA
Jordan,JOR,1954,4.84209,2848,NA,583857,NA
Jordan,JOR,1955,4.35677,2590,NA,625573,NA
Jordan,JOR,1956,6.33076,3410,NA,669109,NA
Jordan,JOR,1957,5.60376,3354,NA,714365,NA
Jordan,JOR,1958,3.45994,3539,NA,760831,NA
Jordan,JOR,1959,3.20617,3645,NA,807610,NA
Jordan,JOR,1960,3.48932,3714,NA,853471,NA
Jordan,JOR,1961,3.47083,4280,NA,897599,NA
Jordan,JOR,1962,4.02941,4176,NA,940564,NA
Jordan,JOR,1963,4.15116,4222,NA,984720,NA
Jordan,JOR,1964,6.57718,4752,NA,1035645,NA
Jordan,JOR,1965,4.48513,5074,NA,1099446,NA
Jordan,JOR,1966,5.33435,5000,NA,1178369,NA
Jordan,JOR,1967,5.14675,4876,NA,1271186,NA
Jordan,JOR,1968,8.12126,4262,NA,1372469,NA
Jordan,JOR,1969,6.85025,4420,NA,1473101,NA
Jordan,JOR,1970,5.68478,3818,NA,1565171,NA
Jordan,JOR,1971,5.19125,3771,NA,1645148,NA
Jordan,JOR,1972,6.29667,3754,NA,1714562,NA
Jordan,JOR,1973,7.19338,3806,NA,1778095,NA
Jordan,JOR,1974,12.80769,3995,NA,1839191,NA
Jordan,JOR,1975,13.0084,4117,NA,1899060,NA
Jordan,JOR,1976,19.0533,4935,NA,1958181,NA
Jordan,JOR,1977,13.40881,5072,NA,2019008,NA
Jordan,JOR,1978,11.33472,5926,NA,2083604,NA
Jordan,JOR,1979,12.23861,6247,NA,2153893,NA
Jordan,JOR,1980,12.95186,7141,NA,2234193,NA
Jordan,JOR,1981,16.57482,7176,NA,2325528,NA
Jordan,JOR,1982,16.06094,7401,NA,2426934,NA
Jordan,JOR,1983,13.46796,7262,NA,2537308,NA
Jordan,JOR,1984,17.58604,7599,NA,2654686,NA
Jordan,JOR,1985,20.03376,7578,NA,2778819,NA
Jordan,JOR,1986,14.10679,7973,NA,2909896,NA
Jordan,JOR,1987,15.14843,7911,NA,3047635,NA
Jordan,JOR,1988,16.25022,7571,NA,3193045,NA
Jordan,JOR,1989,28.15814,6540,NA,3349640,NA
Jordan,JOR,1990,26.72662,6044,NA,3621916,NA
Jordan,JOR,1991,26.72894,5900.5093,NA,3915153,NA
Jordan,JOR,1992,18.69885,6456.123,NA,4127700,NA
Jordan,JOR,1993,18.55415,6460.6626,NA,4348018,NA
Jordan,JOR,1994,18.44749,6538.1733,NA,4561406,NA
Jordan,JOR,1995,21.7508,6760.1084,NA,4752097,NA
Jordan,JOR,1996,21.16778,6783.229,NA,4912518,NA
Jordan,JOR,1997,19.25157,6942.459,NA,5046288,NA
Jordan,JOR,1998,16.99168,7120.4937,NA,5164288,NA
Jordan,JOR,1999,17.06332,7340.4937,NA,5276452,NA
Jordan,JOR,2000,20.84013,7621.841,NA,5386944,NA
Jordan,JOR,2001,25.57081,7982.7407,NA,5498901,NA
Jordan,JOR,2002,28.91413,8394.055,NA,5616078,NA
Jordan,JOR,2003,30.23264,8669.625,NA,5741838,NA
Jordan,JOR,2004,35.39808,9288.616,NA,5882067,NA
Jordan,JOR,2005,36.5878,9860.809,NA,6029597,NA
Jordan,JOR,2006,34.5644,10404.562,NA,6427376,NA
Jordan,JOR,2007,33.03293,10938.805,NA,6827234,NA
Jordan,JOR,2008,31.50408,11378.256,NA,6989874,NA
Jordan,JOR,2009,23.74983,11651.25,NA,7141763,NA
Jordan,JOR,2010,23.67952,11601.088,NA,7297045,NA
Jordan,JOR,2011,26.59317,11615,NA,7480430,NA
Jordan,JOR,2012,26.15201,11704.657,NA,7587134,NA
Jordan,JOR,2013,23.62215,10834.426,NA,7991812,NA
Jordan,JOR,2014,23.71217,9765.811,NA,8791715,NA
Kazakhstan,KAZ,1994,16.45066,8178.791,NA,17043775,NA
Kazakhstan,KAZ,1995,25.80014,7674.0635,NA,16730541,NA
Kazakhstan,KAZ,1996,28.1729,7826.8574,NA,16416036,NA
Kazakhstan,KAZ,1997,29.31255,8093.796,NA,16043250,NA
Kazakhstan,KAZ,1998,24.89582,8088.648,NA,15647789,NA
Kazakhstan,KAZ,1999,38.22806,8421.348,NA,15455878,NA
Kazakhstan,KAZ,2000,56.17791,9309.42,NA,15501107,NA
Kazakhstan,KAZ,2001,42.68126,10589.103,NA,15575551,NA
Kazakhstan,KAZ,2002,47.60101,11640.18,NA,15656677,NA
Kazakhstan,KAZ,2003,46.40205,12726.287,NA,15747379,NA
Kazakhstan,KAZ,2004,46.57528,13929.7295,NA,15850164,NA
Kazakhstan,KAZ,2005,48.76857,15233.841,NA,15968118,NA
Kazakhstan,KAZ,2006,47.22897,16786.555,NA,16103717,NA
Kazakhstan,KAZ,2007,45.55399,18181.06,NA,16257212,NA
Kazakhstan,KAZ,2008,53.35734,18665.766,NA,16426527,NA
Kazakhstan,KAZ,2009,37.46909,18750.541,NA,16619850,NA
Kazakhstan,KAZ,2010,38.48283,19964.53,NA,16836809,NA
Kazakhstan,KAZ,2011,40.18259,21302,NA,17065997,NA
Kazakhstan,KAZ,2012,39.57705,22089.924,NA,17306114,NA
Kazakhstan,KAZ,2013,31.35405,23110.025,NA,17556502,NA
Kazakhstan,KAZ,2014,32.08967,23819.748,NA,17816285,NA
Kenya,KEN,1955,16.95239,1144,NA,6529299,NA
Kenya,KEN,1956,16.59341,1173,NA,6727685,NA
Kenya,KEN,1957,14.96516,1176,NA,6944873,NA
Kenya,KEN,1958,15.25511,1156,NA,7174794,NA
Kenya,KEN,1959,17.39203,1148,NA,7422742,NA
Kenya,KEN,1960,21.58414,1157,NA,7695306,NA
Kenya,KEN,1961,20.74922,1093,NA,7987767,NA
Kenya,KEN,1962,18.2245,1117,NA,8299310,NA
Kenya,KEN,1963,22.10939,1138,NA,8627972,NA
Kenya,KEN,1964,22.38029,1208,NA,8973538,NA
Kenya,KEN,1965,22.94367,1184,NA,9338084,NA
Kenya,KEN,1966,22.62196,1294,NA,9717825,NA
Kenya,KEN,1967,19.68183,1317,NA,10111061,NA
Kenya,KEN,1968,19.2515,1366,NA,10518827,NA
Kenya,KEN,1969,18.87782,1404,NA,10939696,NA
Kenya,KEN,1970,19.45247,1458,NA,11368805,NA
Kenya,KEN,1971,19.04655,1500,NA,11788906,NA
Kenya,KEN,1972,17.51312,1524,NA,12206063,NA
Kenya,KEN,1973,21.3854,1546,NA,12634840,NA
Kenya,KEN,1974,22.6712,1564,NA,13070077,NA
Kenya,KEN,1975,19.21115,1502,NA,13511670,NA
Kenya,KEN,1976,24.3815,1503,NA,13957620,NA
Kenya,KEN,1977,29.11548,1580,NA,14428822,NA
Kenya,KEN,1978,19.33189,1656,NA,14934127,NA
Kenya,KEN,1979,17.74303,1651,NA,15460669,NA
Kenya,KEN,1980,19.13737,1675,NA,16018464,NA
Kenya,KEN,1981,17.46145,1647,NA,16601509,NA
Kenya,KEN,1982,16.85351,1680,NA,17206178,NA
Kenya,KEN,1983,17.63441,1627,NA,17846373,NA
Kenya,KEN,1984,19.01722,1594,NA,18514909,NA
Kenya,KEN,1985,18.50977,1604,NA,19201773,NA
Kenya,KEN,1986,19.30109,1658,NA,19901641,NA
Kenya,KEN,1987,15.06226,1698,NA,20616091,NA
Kenya,KEN,1988,13.92831,1741,NA,21356221,NA
Kenya,KEN,1989,15.39476,1761,NA,22118436,NA
Kenya,KEN,1990,17.1442,1780,NA,22892657,NA
Kenya,KEN,1991,16.19113,1777.7838,NA,23646516,NA
Kenya,KEN,1992,17.62395,1724.8744,NA,24382466,NA
Kenya,KEN,1993,26.29309,1698.2542,NA,25117193,NA
Kenya,KEN,1994,26.15608,1729.7172,NA,25857135,NA
Kenya,KEN,1995,23.90334,1789.8945,NA,26601754,NA
Kenya,KEN,1996,19.34418,1851.2814,NA,27344212,NA
Kenya,KEN,1997,16.60813,1846.3738,NA,28101763,NA
Kenya,KEN,1998,15.32403,1889.9731,NA,28888063,NA
Kenya,KEN,1999,16.9569,1920.834,NA,29733411,NA
Kenya,KEN,2000,15.73432,1914.8864,NA,30642894,NA
Kenya,KEN,2001,16.78041,1972.3811,NA,31619172,NA
Kenya,KEN,2002,18.15768,1961.8949,NA,32629809,NA
Kenya,KEN,2003,18.69252,1997.7769,NA,33652233,NA
Kenya,KEN,2004,19.934,2066.2102,NA,34713452,NA
Kenya,KEN,2005,18.7255,2157.8416,NA,35796483,NA
Kenya,KEN,2006,14.39829,2255.2585,NA,36904009,NA
Kenya,KEN,2007,13.60725,2380.7764,NA,38036354,NA
Kenya,KEN,2008,14.94979,2357.2324,NA,39206349,NA
Kenya,KEN,2009,13.37113,2404.6296,NA,40408887,NA
Kenya,KEN,2010,13.67468,2579.531,NA,41598570,NA
Kenya,KEN,2011,15.68961,2712,NA,42758466,NA
Kenya,KEN,2012,13.52544,2754.7646,NA,43888306,NA
Kenya,KEN,2013,12.92302,2786.1372,NA,44986794,NA
Kenya,KEN,2014,11.93093,2852.933,NA,46051441,NA
Kuwait,KWT,1962,78.14267,42150,NA,385005,NA
Kuwait,KWT,1963,77.74304,40377,NA,427702,NA
Kuwait,KWT,1964,72.95564,40333,NA,473124,NA
Kuwait,KWT,1965,69.65815,37511,NA,521179,NA
Kuwait,KWT,1966,60.0799,38335,NA,572598,NA
Kuwait,KWT,1967,63.2472,35720,NA,628102,NA
Kuwait,KWT,1968,68.81718,35546,NA,687726,NA
Kuwait,KWT,1969,68.37202,33415,NA,749461,NA
Kuwait,KWT,1970,70.79306,48927,NA,809118,NA
Kuwait,KWT,1971,70.84695,49302,NA,865081,NA
Kuwait,KWT,1972,71.80286,48283,NA,920357,NA
Kuwait,KWT,1973,69.78933,42542,NA,977664,NA
Kuwait,KWT,1974,79.37988,34962,NA,1038354,NA
Kuwait,KWT,1975,71.89584,28950,NA,1104867,NA
Kuwait,KWT,1976,74.71072,28956,NA,1178715,NA
Kuwait,KWT,1977,69.33167,26168,NA,1258029,NA
Kuwait,KWT,1978,67.5045,26363,NA,1340322,NA
Kuwait,KWT,1979,74.54262,28174,NA,1423523,NA
