Entity,Code,Year,Value of global merchandise exports as a share of GDP (Fouquin and Hugot; CEPII 2016; National data),GDP per capita,900793-annotations,Population (historical),World regions according to OWID
Estonia,EST,1997,57.86143,15074.775,NA,1421494,NA
Estonia,EST,1998,57.75425,15593.005,NA,1411206,NA
Estonia,EST,1999,54.79439,15335.106,NA,1403579,NA
Estonia,EST,2000,84.57828,16806.975,NA,1397001,NA
Estonia,EST,2001,70.03265,17696.61,NA,1388174,NA
Estonia,EST,2002,59.30005,18589.15,NA,1379438,NA
Estonia,EST,2003,57.17481,19771.742,NA,1370849,NA
Estonia,EST,2004,59.00024,20803.758,NA,1362682,NA
Estonia,EST,2005,57.1913,22518.541,NA,1354847,NA
Estonia,EST,2006,57.18068,24578.816,NA,1346884,NA
Estonia,EST,2007,49.5578,26177.871,NA,1340709,NA
Estonia,EST,2008,51.55981,24429.021,NA,1337078,NA
Estonia,EST,2009,46.12093,20538.049,NA,1334528,NA
Estonia,EST,2010,54.68523,20713.426,NA,1331450,NA
Estonia,EST,2011,66.92484,21997,NA,1327366,NA
Estonia,EST,2012,65.84017,22784.3,NA,1322616,NA
Estonia,EST,2013,62.61351,23204.111,NA,1317921,NA
Estonia,EST,2014,61.46059,23982.828,NA,1314456,NA
Eswatini,SWZ,1960,48.09441,783,NA,345340,NA
Eswatini,SWZ,1961,41.2262,861,NA,353264,NA
Eswatini,SWZ,1962,46.42488,1017,NA,361376,NA
Eswatini,SWZ,1963,57.18515,1047,NA,369768,NA
Eswatini,SWZ,1964,48.88539,1172,NA,378659,NA
Eswatini,SWZ,1965,61.27493,1320,NA,388341,NA
Eswatini,SWZ,1966,69.85431,1341,NA,398774,NA
Eswatini,SWZ,1967,75.33711,1431,NA,409044,NA
Eswatini,SWZ,1968,69.03512,1329,NA,419154,NA
Eswatini,SWZ,1969,59.12353,1350,NA,429884,NA
Eswatini,SWZ,1970,63.53311,1704,NA,441223,NA
Eswatini,SWZ,1971,57.10268,1722,NA,453192,NA
Eswatini,SWZ,1972,55.58981,1889,NA,465791,NA
Eswatini,SWZ,1973,48.61454,1902,NA,479042,NA
Eswatini,SWZ,1974,67.27805,2204,NA,493003,NA
Eswatini,SWZ,1975,67.66461,2856,NA,507676,NA
Eswatini,SWZ,1976,67.10953,3142,NA,523339,NA
Eswatini,SWZ,1977,54.12616,3083,NA,540353,NA
Eswatini,SWZ,1978,57.60297,3030,NA,558447,NA
Eswatini,SWZ,1979,56.29248,2990,NA,577210,NA
Eswatini,SWZ,1980,68.08024,2946,NA,596657,NA
Eswatini,SWZ,1981,68.41472,3049,NA,616816,NA
Eswatini,SWZ,1982,60.45746,3005,NA,637656,NA
Eswatini,SWZ,1983,54.74162,2888,NA,658957,NA
Eswatini,SWZ,1984,48.53552,2858,NA,680789,NA
Eswatini,SWZ,1985,49.58279,2812,NA,706206,NA
Eswatini,SWZ,1986,62.34131,3210,NA,734738,NA
Eswatini,SWZ,1987,72.41588,3403,NA,763813,NA
Eswatini,SWZ,1988,67.62745,3492,NA,799806,NA
Eswatini,SWZ,1989,72.03108,3668,NA,837811,NA
Eswatini,SWZ,1990,49.87915,3881,NA,872436,NA
Eswatini,SWZ,1991,51.11829,3851.2898,NA,908193,NA
Eswatini,SWZ,1992,49.73668,3901.4001,NA,943424,NA
Eswatini,SWZ,1993,50.10289,3982.2793,NA,971326,NA
Eswatini,SWZ,1994,55.02738,4134.208,NA,971220,NA
Eswatini,SWZ,1995,50.97168,4383.6777,NA,970436,NA
Eswatini,SWZ,1996,53.40787,4514.5493,NA,989847,NA
Eswatini,SWZ,1997,56.03775,4620.9185,NA,1006648,NA
Eswatini,SWZ,1998,61.70317,4712.536,NA,1019657,NA
Eswatini,SWZ,1999,60.53424,4827.286,NA,1030785,NA
Eswatini,SWZ,2000,59.69185,4894.5205,NA,1041428,NA
Eswatini,SWZ,2001,78.11229,4976.905,NA,1051066,NA
Eswatini,SWZ,2002,84.0531,5136.7246,NA,1059456,NA
Eswatini,SWZ,2003,88.3361,5377.5576,NA,1066706,NA
Eswatini,SWZ,2004,80.51696,5559.47,NA,1073168,NA
Eswatini,SWZ,2005,63.4653,5867.2334,NA,1079021,NA
Eswatini,SWZ,2006,56.31044,6187.766,NA,1084443,NA
Eswatini,SWZ,2007,56.97804,6467.8203,NA,1090712,NA
Eswatini,SWZ,2008,51.99056,6791.392,NA,1098098,NA
Eswatini,SWZ,2009,52.78771,7011.095,NA,1105157,NA
Eswatini,SWZ,2010,51.02364,7192.752,NA,1111650,NA
Eswatini,SWZ,2011,38.48435,7389,NA,1117845,NA
Eswatini,SWZ,2012,39.20605,7552,NA,1123869,NA
Eswatini,SWZ,2013,41.53115,7805,NA,1129999,NA
Eswatini,SWZ,2014,48.99281,7927,NA,1136305,NA
Ethiopia,ETH,1950,7.30465,622,NA,17670418,NA
Ethiopia,ETH,1951,8.43038,630,NA,17989061,NA
Ethiopia,ETH,1952,9.91838,636,NA,18326176,NA
Ethiopia,ETH,1953,11.88471,662,NA,18674773,NA
Ethiopia,ETH,1954,10.38828,650,NA,19038036,NA
Ethiopia,ETH,1955,9.5409,673,NA,19419769,NA
Ethiopia,ETH,1956,7.97997,682,NA,19818886,NA
Ethiopia,ETH,1957,8.73454,665,NA,20173748,NA
Ethiopia,ETH,1958,7.12689,674,NA,20480279,NA
Ethiopia,ETH,1959,7.82287,681,NA,20878099,NA
Ethiopia,ETH,1960,7.88183,701,NA,21376688,NA
Ethiopia,ETH,1961,7.73169,722,NA,21906100,NA
Ethiopia,ETH,1962,7.87324,736,NA,22465125,NA
Ethiopia,ETH,1963,8.456,818,NA,23051640,NA
Ethiopia,ETH,1964,9.00893,840,NA,23666546,NA
Ethiopia,ETH,1965,9.1028,872,NA,24310614,NA
Ethiopia,ETH,1966,8.20475,888,NA,24952688,NA
Ethiopia,ETH,1967,7.13012,907,NA,25620283,NA
Ethiopia,ETH,1968,7.11016,902,NA,26337932,NA
Ethiopia,ETH,1969,7.39191,917,NA,27072574,NA
Ethiopia,ETH,1970,7.73728,948,NA,27829135,NA
Ethiopia,ETH,1971,7.34287,968,NA,28600114,NA
Ethiopia,ETH,1972,8.13585,995,NA,29374610,NA
Ethiopia,ETH,1973,10.21748,1004,NA,30166789,NA
Ethiopia,ETH,1974,10.03429,993,NA,30957277,NA
Ethiopia,ETH,1975,9.0506,972,NA,31723255,NA
Ethiopia,ETH,1976,9.68886,974,NA,32534429,NA
Ethiopia,ETH,1977,10.10195,977,NA,33167276,NA
Ethiopia,ETH,1978,8.73244,952,NA,33734601,NA
Ethiopia,ETH,1979,10.82699,999,NA,34238655,NA
Ethiopia,ETH,1980,10.36177,1033,NA,34428516,NA
Ethiopia,ETH,1981,8.0289,1009,NA,35304011,NA
Ethiopia,ETH,1982,8.86688,980,NA,36701294,NA
Ethiopia,ETH,1983,7.41686,999,NA,37740821,NA
Ethiopia,ETH,1984,8.20892,956,NA,38735728,NA
Ethiopia,ETH,1985,5.14908,880,NA,39842135,NA
Ethiopia,ETH,1986,7.25963,920,NA,41037658,NA
Ethiopia,ETH,1987,5.71571,980,NA,42460039,NA
Ethiopia,ETH,1988,5.49235,969,NA,44150832,NA
Ethiopia,ETH,1989,6.22184,956,NA,45879686,NA
Ethiopia,ETH,1990,4.51141,915,NA,47609762,NA
Ethiopia,ETH,1991,3.27036,810.7901,NA,49717202,NA
Ethiopia,ETH,1992,2.11969,708.3693,NA,51853754,NA
Ethiopia,ETH,1993,3.11634,699.22723,NA,53708892,NA
Ethiopia,ETH,1994,5.57178,731.7509,NA,55611512,NA
Ethiopia,ETH,1995,7.13667,744.1418,NA,57537340,NA
Ethiopia,ETH,1996,6.16702,782.99414,NA,59467640,NA
Ethiopia,ETH,1997,7.39499,815.14545,NA,61404542,NA
Ethiopia,ETH,1998,8.21213,786.279,NA,63363523,NA
Ethiopia,ETH,1999,6.16467,761.90326,NA,65374562,NA
Ethiopia,ETH,2000,5.85062,771.7315,NA,67411495,NA
Ethiopia,ETH,2001,5.75121,783.89636,NA,69487768,NA
Ethiopia,ETH,2002,6.4475,793.9149,NA,71635520,NA
Ethiopia,ETH,2003,7.02773,764.52826,NA,73832663,NA
Ethiopia,ETH,2004,5.71002,771.4652,NA,76077212,NA
Ethiopia,ETH,2005,7.02314,829.2432,NA,78367475,NA
Ethiopia,ETH,2006,6.56031,880.6544,NA,80703494,NA
Ethiopia,ETH,2007,5.65252,936.3743,NA,83103219,NA
Ethiopia,ETH,2008,5.02802,989.9804,NA,85543671,NA
Ethiopia,ETH,2009,4.42865,1043.5319,NA,88007639,NA
Ethiopia,ETH,2010,5.73459,1106.383,NA,90538520,NA
Ethiopia,ETH,2011,6.78151,1199,NA,93149977,NA
Ethiopia,ETH,2012,4.96711,1291.7769,NA,95798770,NA
Ethiopia,ETH,2013,4.68383,1385.158,NA,98438750,NA
Ethiopia,ETH,2014,4.67626,1488.9333,NA,101115615,NA
Finland,FIN,1860,8.70968,1522,NA,1731819,NA
Finland,FIN,1861,9.70588,1527,NA,1737255,NA
Finland,FIN,1862,10.30303,1428,NA,1740760,NA
Finland,FIN,1863,11.47059,1527,NA,1742320,NA
Finland,FIN,1864,11.17647,1545,NA,1743882,NA
Finland,FIN,1865,11.71429,1516,NA,1745445,NA
Finland,FIN,1866,9.19501,1527,NA,1747009,NA
Finland,FIN,1867,14.18717,1412,NA,1748575,NA
Finland,FIN,1868,13.84051,1599,NA,1750142,NA
Finland,FIN,1869,13.63096,1755,NA,1756848,NA
Finland,FIN,1870,11.95091,1817,NA,1768777,NA
Finland,FIN,1871,11.64805,1796,NA,1786015,NA
Finland,FIN,1872,12.03548,1825,NA,1808650,NA
Finland,FIN,1873,16.16434,1902,NA,1836768,NA
Finland,FIN,1874,18.66388,1919,NA,1865324,NA
Finland,FIN,1875,17.07593,1930,NA,1894323,NA
Finland,FIN,1876,18.27618,2007,NA,1923774,NA
Finland,FIN,1877,20.112,1930,NA,1953682,NA
Finland,FIN,1878,19.63269,1870,NA,1984055,NA
Finland,FIN,1879,21.88704,1860,NA,2014465,NA
Finland,FIN,1880,26.1863,1841,NA,2044905,NA
Finland,FIN,1881,22.34801,1769,NA,2075370,NA
Finland,FIN,1882,23.50453,1918,NA,2105853,NA
Finland,FIN,1883,22.68109,1961,NA,2136348,NA
Finland,FIN,1884,22.10722,1943,NA,2167285,NA
Finland,FIN,1885,17.9706,1962,NA,2198670,NA
Finland,FIN,1886,15.78944,2034,NA,2230510,NA
Finland,FIN,1887,16.05551,2034,NA,2262810,NA
Finland,FIN,1888,17.74204,2075,NA,2295579,NA
Finland,FIN,1889,18.34591,2115,NA,2327324,NA
Finland,FIN,1890,15.40499,2201,NA,2358016,NA
Finland,FIN,1891,16.34921,2152,NA,2387621,NA
Finland,FIN,1892,15.2459,2040,NA,2416106,NA
Finland,FIN,1893,18.51613,2138,NA,2443438,NA
Finland,FIN,1894,21.28125,2230,NA,2471079,NA
Finland,FIN,1895,21.65151,2378,NA,2499032,NA
Finland,FIN,1896,22.09722,2503,NA,2527302,NA
Finland,FIN,1897,21.0875,2589,NA,2555892,NA
Finland,FIN,1898,20.45454,2659,NA,2584805,NA
Finland,FIN,1899,20.55556,2562,NA,2613453,NA
Finland,FIN,1900,20.38144,2659,NA,2641827,NA
Finland,FIN,1901,19.88298,2608,NA,2669917,NA
Finland,FIN,1902,22.03022,2536,NA,2697715,NA
Finland,FIN,1903,21.16139,2687,NA,2725211,NA
Finland,FIN,1904,20.72952,2759,NA,2752987,NA
Finland,FIN,1905,22.73321,2777,NA,2781046,NA
Finland,FIN,1906,24.14776,2860,NA,2809391,NA
Finland,FIN,1907,21.57415,2923,NA,2838025,NA
Finland,FIN,1908,19.43824,2915,NA,2866950,NA
Finland,FIN,1909,19.72597,3003,NA,2894148,NA
Finland,FIN,1910,21.65978,3038,NA,2919587,NA
Finland,FIN,1911,22.53135,3091,NA,2943234,NA
Finland,FIN,1912,22.21553,3223,NA,2965059,NA
Finland,FIN,1913,25.11119,3365,NA,2985029,NA
Finland,FIN,1914,17.97427,3190,NA,3005133,NA
Finland,FIN,1915,14.79422,3000,NA,3025373,NA
Finland,FIN,1916,20.49111,3017,NA,3045749,NA
Finland,FIN,1917,11.65981,2520,NA,3066262,NA
Finland,FIN,1918,3.51039,2184,NA,3086976,NA
Finland,FIN,1919,9.91389,2643,NA,3109646,NA
Finland,FIN,1920,21.13952,2942,NA,3134300,NA
Finland,FIN,1921,20.75709,3003,NA,3160971,NA
Finland,FIN,1922,25.06673,3280,NA,3189690,NA
Finland,FIN,1923,22.97605,3486,NA,3220489,NA
Finland,FIN,1924,24.30319,3545,NA,3251585,NA
Finland,FIN,1925,25.58623,3711,NA,3282981,NA
Finland,FIN,1926,24.84879,3813,NA,3314680,NA
Finland,FIN,1927,24.84785,4076,NA,3346685,NA
Finland,FIN,1928,22.67613,4315,NA,3379000,NA
Finland,FIN,1929,24.06332,4331,NA,3409794,NA
Finland,FIN,1930,22.27258,4250,NA,3439039,NA
Finland,FIN,1931,20.6717,4114,NA,3466709,NA
Finland,FIN,1932,21.17008,4065,NA,3492774,NA
Finland,FIN,1933,22.76707,4307,NA,3517206,NA
Finland,FIN,1934,23.64523,4763,NA,3541810,NA
Finland,FIN,1935,22.51972,4930,NA,3566585,NA
Finland,FIN,1936,23.62876,5227,NA,3591534,NA
Finland,FIN,1937,26.0015,5485,NA,3616657,NA
Finland,FIN,1938,21.6491,5721,NA,3641956,NA
Finland,FIN,1939,20.61498,5432,NA,3668252,NA
Finland,FIN,1940,6.70163,5133,NA,3695558,NA
Finland,FIN,1941,8.13748,5295,NA,3723889,NA
Finland,FIN,1942,9.10486,5303,NA,3753257,NA
Finland,FIN,1943,10.33571,5893,NA,3783678,NA
Finland,FIN,1944,6.97396,5874,NA,3814345,NA
Finland,FIN,1945,3.58068,5499,NA,3845261,NA
Finland,FIN,1946,10.52535,5871,NA,3876427,NA
Finland,FIN,1947,15.22833,5925,NA,3907846,NA
Finland,FIN,1948,16.37307,6307,NA,3939520,NA
Finland,FIN,1949,17.59198,6604,NA,3972991,NA
Finland,FIN,1950,16.44872,6779,NA,4008410,NA
Finland,FIN,1951,23.93889,7286,NA,4047649,NA
Finland,FIN,1952,20.1384,7450,NA,4090838,NA
Finland,FIN,1953,14.46914,7415,NA,4139764,NA
Finland,FIN,1954,15.47149,7973,NA,4187257,NA
Finland,FIN,1955,17.43711,8284,NA,4235198,NA
Finland,FIN,1956,15.56666,8440,NA,4281931,NA
Finland,FIN,1957,17.74348,8751,NA,4324192,NA
Finland,FIN,1958,17.43324,8725,NA,4359881,NA
Finland,FIN,1959,16.682,9172,NA,4394750,NA
Finland,FIN,1960,18.91425,9931,NA,4429631,NA
Finland,FIN,1961,17.78218,10613,NA,4460997,NA
Finland,FIN,1962,17.39431,10869,NA,4491737,NA
Finland,FIN,1963,16.68332,11148,NA,4523897,NA
Finland,FIN,1964,16.60174,11647,NA,4549092,NA
Finland,FIN,1965,16.59964,12226,NA,4564150,NA
Finland,FIN,1966,16.34898,12471,NA,4581447,NA
Finland,FIN,1967,16.36896,12667,NA,4606643,NA
Finland,FIN,1968,18.52877,12900,NA,4627350,NA
Finland,FIN,1969,19.7268,14151,NA,4624083,NA
Finland,FIN,1970,20.29192,15266,NA,4606308,NA
Finland,FIN,1971,18.80422,15565,NA,4612135,NA
Finland,FIN,1972,19.97304,16654,NA,4639549,NA
Finland,FIN,1973,19.65237,17669,NA,4665910,NA
Finland,FIN,1974,22.22757,18109,NA,4690365,NA
Finland,FIN,1975,18.63353,18237,NA,4711174,NA
Finland,FIN,1976,19.97595,18104,NA,4725341,NA
Finland,FIN,1977,22.87183,18100,NA,4738579,NA
Finland,FIN,1978,23.61544,18425,NA,4752243,NA
Finland,FIN,1979,25.11962,19657,NA,4764439,NA
Finland,FIN,1980,26.37774,20640,NA,4779361,NA
Finland,FIN,1981,29.01799,20935,NA,4799850,NA
Finland,FIN,1982,26.87914,21495,NA,4826882,NA
Finland,FIN,1983,26.83196,21944,NA,4855793,NA
Finland,FIN,1984,26.81482,22486,NA,4881827,NA
Finland,FIN,1985,27.06616,23148,NA,4902263,NA
Finland,FIN,1986,23.74739,23621,NA,4918255,NA
Finland,FIN,1987,22.80296,24519,NA,4932259,NA
Finland,FIN,1988,21.59405,25644,NA,4946629,NA
Finland,FIN,1989,20.72598,27012,NA,4964527,NA
Finland,FIN,1990,19.64267,26884,NA,4986574,NA
Finland,FIN,1991,19.22669,25174.898,NA,5013889,NA
Finland,FIN,1992,23.27389,24219.76,NA,5042147,NA
Finland,FIN,1993,27.49375,23943.744,NA,5066592,NA
Finland,FIN,1994,30.90971,24797.66,NA,5088454,NA
Finland,FIN,1995,29.80759,25761.625,NA,5107920,NA
Finland,FIN,1996,29.84009,26637.266,NA,5124716,NA
Finland,FIN,1997,30.9979,28239.875,NA,5139926,NA
Finland,FIN,1998,31.43658,29715.342,NA,5153548,NA
Finland,FIN,1999,31.32707,30986.889,NA,5165515,NA
Finland,FIN,2000,36.53612,32689.77,NA,5176198,NA
Finland,FIN,2001,33.46875,33481.68,NA,5187973,NA
Finland,FIN,2002,32.12945,33986.555,NA,5200549,NA
Finland,FIN,2003,31.11297,34607.22,NA,5212955,NA
Finland,FIN,2004,31.54161,35888.613,NA,5228144,NA
Finland,FIN,2005,33.88108,36787.258,NA,5246083,NA
Finland,FIN,2006,36.17441,38160.703,NA,5266247,NA
Finland,FIN,2007,36.00398,39998.523,NA,5288716,NA
Finland,FIN,2008,34.86669,40129.652,NA,5313381,NA
Finland,FIN,2009,26.2859,36662.613,NA,5338855,NA
Finland,FIN,2010,28.75516,37615.113,NA,5363347,NA
Finland,FIN,2011,30.16577,38432,NA,5388236,NA
Finland,FIN,2012,29.49312,37715.01,NA,5413978,NA
Finland,FIN,2013,28.54376,37203.145,NA,5439058,NA
Finland,FIN,2014,28.34757,36907.92,NA,5461686,NA
France,FRA,1827,5.76516,1908.201,NA,32672585,NA
France,FRA,1828,4.86965,1896.1698,NA,32880842,NA
France,FRA,1829,4.4533,1945.748,NA,33079302,NA
France,FRA,1830,3.96517,1898.1508,NA,33267853,NA
France,FRA,1831,4.11094,1924.7241,NA,33446379,NA
France,FRA,1832,6.01228,2091.7205,NA,33614762,NA
France,FRA,1833,6.69798,2052.414,NA,33772885,NA
France,FRA,1834,6.17083,2055.4949,NA,33931751,NA
France,FRA,1835,4.73406,2124.2776,NA,34091365,NA
France,FRA,1836,5.05106,2089.476,NA,34251730,NA
France,FRA,1837,6.33492,2118.767,NA,34412849,NA
France,FRA,1838,7.39803,2210.644,NA,34574726,NA
France,FRA,1839,7.99697,2128.7825,NA,34733003,NA
France,FRA,1840,7.50706,2275.7524,NA,34887644,NA
France,FRA,1841,5.40769,2320.7622,NA,35038615,NA
France,FRA,1842,4.68534,2259.9558,NA,35185880,NA
France,FRA,1843,5.04922,2369.6716,NA,35329405,NA
France,FRA,1844,5.70027,2444.243,NA,35473515,NA
France,FRA,1845,6.05224,2358.9246,NA,35618212,NA
France,FRA,1846,5.71055,2356.3037,NA,35763500,NA
France,FRA,1847,5.13543,2606.6997,NA,35909381,NA
France,FRA,1848,6.41703,2437.9539,NA,36055856,NA
France,FRA,1849,7.32732,2505.5588,NA,36192055,NA
France,FRA,1850,7.8689,2545.0276,NA,36317907,NA
France,FRA,1851,8.75018,2498.843,NA,36422915,NA
France,FRA,1852,7.71488,2652.94,NA,36517375,NA
France,FRA,1853,8.37038,2515.0432,NA,36601225,NA
France,FRA,1854,6.85529,2626.9683,NA,36685264,NA
France,FRA,1855,7.79803,2577.9907,NA,36769494,NA
France,FRA,1856,8.13003,2686.8047,NA,36853914,NA
France,FRA,1857,8.22279,2835.7173,NA,36938524,NA
France,FRA,1858,9.62163,3028.6494,NA,37023326,NA
France,FRA,1859,11.59921,2826.9219,NA,37111533,NA
France,FRA,1860,11.00899,3016,NA,37203159,NA
France,FRA,1861,9.06068,2820,NA,37298222,NA
France,FRA,1862,10.22477,3051,NA,37396737,NA
France,FRA,1863,12.15212,3145,NA,37498719,NA
France,FRA,1864,13.45078,3169,NA,37600976,NA
France,FRA,1865,14.76997,3067,NA,37703510,NA
France,FRA,1866,13.99481,3083,NA,37806319,NA
France,FRA,1867,12.53949,2890,NA,37909406,NA
France,FRA,1868,11.14177,3159,NA,38012770,NA
France,FRA,1869,12.13696,3198,NA,38105310,NA
France,FRA,1870,11.6954,2990,NA,38186983,NA
France,FRA,1871,12.12947,3027,NA,38257751,NA
France,FRA,1872,15.07353,3312,NA,38317571,NA
France,FRA,1873,15.63708,3064,NA,38366403,NA
France,FRA,1874,14.23883,3438,NA,38415294,NA
France,FRA,1875,14.76007,3537,NA,38464245,NA
France,FRA,1876,14.5326,3233,NA,38513254,NA
France,FRA,1877,13.411,3390,NA,38562323,NA
France,FRA,1878,12.73754,3333,NA,38611451,NA
France,FRA,1879,14.08027,3113,NA,38667543,NA
France,FRA,1880,13.64871,3379,NA,38730622,NA
France,FRA,1881,13.44078,3497,NA,38800708,NA
France,FRA,1882,12.83257,3647,NA,38877824,NA
France,FRA,1883,12.67115,3647,NA,38961992,NA
France,FRA,1884,12.41597,3591,NA,39046339,NA
France,FRA,1885,12.30279,3518,NA,39130866,NA
France,FRA,1886,12.87957,3566,NA,39215572,NA
France,FRA,1887,12.90964,3585,NA,39300458,NA
France,FRA,1888,12.64211,3617,NA,39385524,NA
France,FRA,1889,13.50543,3701,NA,39462823,NA
France,FRA,1890,12.97359,3787,NA,39532330,NA
France,FRA,1891,12.17142,3877,NA,39594021,NA
France,FRA,1892,12.06008,3974,NA,39647872,NA
France,FRA,1893,11.49515,4041,NA,39693861,NA
France,FRA,1894,10.83498,4186,NA,39739899,NA
France,FRA,1895,12.41994,4095,NA,39785987,NA
France,FRA,1896,11.82627,4280,NA,39832125,NA
France,FRA,1897,11.82775,4207,NA,39878314,NA
France,FRA,1898,11.00627,4399,NA,39924553,NA
France,FRA,1899,12.75061,4640,NA,39971493,NA
France,FRA,1900,12.52515,4584,NA,40019136,NA
France,FRA,1901,12.9711,4505,NA,40067484,NA
France,FRA,1902,13.33752,4423,NA,40116538,NA
France,FRA,1903,12.5461,4513,NA,40166299,NA
France,FRA,1904,13.45892,4538,NA,40216118,NA
France,FRA,1905,14.65272,4613,NA,40265996,NA
France,FRA,1906,14.7845,4691,NA,40315932,NA
France,FRA,1907,14.4449,4894,NA,40365927,NA
France,FRA,1908,13.53132,4854,NA,40415980,NA
France,FRA,1909,14.25925,5048,NA,40408851,NA
France,FRA,1910,15.23635,4726,NA,40344819,NA
France,FRA,1911,13.47757,5180,NA,40224160,NA
France,FRA,1912,13.59927,5601,NA,40047151,NA
France,FRA,1913,13.85931,5555,NA,39814066,NA
France,FRA,1914,10.800840000000001,5158,NA,39582334,NA
France,FRA,1915,8.73076,5177,NA,39351947,NA
France,FRA,1916,10.42823,5520,NA,39122898,NA
France,FRA,1917,8.50188,4748,NA,38895178,NA
France,FRA,1918,6.03609,3819,NA,38680067,NA
France,FRA,1919,11.31541,4481,NA,38558175,NA
France,FRA,1920,15.336,5144,NA,38529587,NA
France,FRA,1921,14.7855,4901,NA,38594388,NA
France,FRA,1922,13.73647,5754,NA,38752667,NA
France,FRA,1923,16.33501,5984,NA,39004517,NA
France,FRA,1924,19.49896,6661,NA,39258004,NA
France,FRA,1925,18.79131,6641,NA,39513139,NA
France,FRA,1926,18.298,6773,NA,39769931,NA
France,FRA,1927,18.12647,6621,NA,40028393,NA
France,FRA,1928,15.55079,7063,NA,40288534,NA
France,FRA,1929,14.47322,7508,NA,40485273,NA
France,FRA,1930,12.82163,7224,NA,40618294,NA
France,FRA,1931,10.18659,6751,NA,40687278,NA
France,FRA,1932,7.40166,6311,NA,40691906,NA
France,FRA,1933,7.42703,6757,NA,40631855,NA
France,FRA,1934,7.76121,6682,NA,40571892,NA
France,FRA,1935,7.58077,6513,NA,40512018,NA
France,FRA,1936,6.28943,6765,NA,40452232,NA
France,FRA,1937,6.90349,7152,NA,40392535,NA
France,FRA,1938,7.38973,7119,NA,40332925,NA
France,FRA,1939,6.96959,7640,NA,40314566,NA
France,FRA,1940,4.71848,6443,NA,40337546,NA
France,FRA,1941,3.81972,5274,NA,40401955,NA
France,FRA,1942,6.16905,4752,NA,40507882,NA
France,FRA,1943,6.66272,4559,NA,40655418,NA
France,FRA,1944,4.44151,3861,NA,40803492,NA
France,FRA,1945,1.03409,4101,NA,40952105,NA
France,FRA,1946,4.15953,6145,NA,41101259,NA
France,FRA,1947,6.14297,6596,NA,41250956,NA
France,FRA,1948,9.06895,7002,NA,41401199,NA
France,FRA,1949,9.73431,7884,NA,41598134,NA
France,FRA,1950,10.1679,8266,NA,41883122,NA
France,FRA,1951,10.85908,8705,NA,42333662,NA
France,FRA,1952,8.41418,8869,NA,42780273,NA
France,FRA,1953,8.24874,9060,NA,43227873,NA
France,FRA,1954,8.68526,9428,NA,43676897,NA
France,FRA,1955,9.95631,9881,NA,44136093,NA
France,FRA,1956,8.56759,10278,NA,44588523,NA
France,FRA,1957,8.81004,10779,NA,45036374,NA
France,FRA,1958,8.96731,10927,NA,45493502,NA
France,FRA,1959,10.78206,11124,NA,45963766,NA
France,FRA,1960,10.94021,11792,NA,46428136,NA
France,FRA,1961,10.54783,12302,NA,46893841,NA
France,FRA,1962,9.62526,12859,NA,47352625,NA
France,FRA,1963,9.42688,13330,NA,47817824,NA
France,FRA,1964,9.4514,14057,NA,48319085,NA
France,FRA,1965,9.81729,14609,NA,48772824,NA
France,FRA,1966,9.85556,15213,NA,49184652,NA
France,FRA,1967,9.52337,15792,NA,49574907,NA
France,FRA,1968,9.78435,16365,NA,49947252,NA
France,FRA,1969,10.87017,17352,NA,50355300,NA
France,FRA,1970,12.15014,18187,NA,50813071,NA
France,FRA,1971,12.49276,18881,NA,51293056,NA
France,FRA,1972,12.94711,19549,NA,51743877,NA
France,FRA,1973,13.81234,20441,NA,52162212,NA
France,FRA,1974,16.14037,20902,NA,52504744,NA
France,FRA,1975,14.67209,20653,NA,52746322,NA
France,FRA,1976,15.30333,21465,NA,52959120,NA
France,FRA,1977,15.79459,22177,NA,53197133,NA
France,FRA,1978,15.61909,22698,NA,53429668,NA
France,FRA,1979,16.3484,23326,NA,53660897,NA
France,FRA,1980,16.49038,23537,NA,53941061,NA
France,FRA,1981,17.1635,23655,NA,54255004,NA
France,FRA,1982,16.48663,24120,NA,54582405,NA
France,FRA,1983,16.8958,24300,NA,54889407,NA
France,FRA,1984,18.23466,24519,NA,55176626,NA
France,FRA,1985,18.23082,24755,NA,55467154,NA
France,FRA,1986,16.04841,25238,NA,55752833,NA
France,FRA,1987,15.71877,25756,NA,56048365,NA
France,FRA,1988,16.3759,26763,NA,56361846,NA
France,FRA,1989,17.3127,27576,NA,56685081,NA
France,FRA,1990,16.86912,28129,NA,56990239,NA
France,FRA,1991,17.14173,28294.264,NA,57271563,NA
France,FRA,1992,16.75998,28619.805,NA,57554865,NA
France,FRA,1993,16.21809,28336.16,NA,57801260,NA
France,FRA,1994,17.0617,28907.977,NA,57999868,NA
France,FRA,1995,17.87008,29418.863,NA,58192206,NA
France,FRA,1996,17.70394,29736.645,NA,58380637,NA
France,FRA,1997,20.05492,30341.807,NA,58568662,NA
France,FRA,1998,20.11685,31323.078,NA,58778817,NA
France,FRA,1999,21.58649,32284.611,NA,59084208,NA
France,FRA,2000,23.64038,33409.68,NA,59483716,NA
France,FRA,2001,23.36136,33920.098,NA,59905130,NA
France,FRA,2002,22.06983,34152.773,NA,60327247,NA
France,FRA,2003,21.21513,34292.03,NA,60741121,NA
France,FRA,2004,21.2678,35093.824,NA,61175243,NA
France,FRA,2005,21.00474,35495.465,NA,61625030,NA
